game,move_no,color,player,move,elapsed_ms,self_winrate,opp_self_winrate,auto_resign
10,105,B,b18_v10,M5,1163.079,40.585,70.716,False
10,106,W,b28_v2,L5,349.722,29.152,37.07,False
10,107,B,b18_v10,L6,281.539,39.535,73.29,False
10,108,W,b28_v2,O15,339.603,29.49,42.21,False
10,109,B,b18_v10,M6,1301.273,35.923,67.486,False
10,110,W,b28_v2,N14,346.104,37.837,32.649,False
10,111,B,b18_v10,M17,1147.814,35.56,60.601,False
10,112,W,b28_v2,M18,340.387,23.393,24.024,False
10,113,B,b18_v10,N18,1123.364,35.169,73.105,False
10,114,W,b28_v2,R10,342.253,11.404,26.287,False
10,115,B,b18_v10,R12,987.147,26.671,88.654,False
10,116,W,b28_v2,Q11,341.405,22.644,34.511,False
10,117,B,b18_v10,O17,561.037,24.079,83.415,False
10,118,W,b28_v2,R9,339.317,16.442,27.079,False
10,119,B,b18_v10,T14,1262.473,53.445,82.074,False
10,120,W,b28_v2,N10,340.033,29.024,34.732,False
10,121,B,b18_v10,P11,858.374,72.288,66.879,False
10,122,W,b28_v2,O14,347.0,13.36,68.161,False
10,123,B,b18_v10,P15,1202.261,54.297,80.517,False
10,124,W,b28_v2,P8,345.082,28.7,62.477,False
10,125,B,b18_v10,O8,734.866,13.028,50.134,False
10,126,W,b28_v2,O7,340.15,65.372,69.309,False
10,127,B,b18_v10,P6,844.439,4.483,14.479,False
10,128,W,b28_v2,O12,339.704,1.276,88.258,False
10,129,B,b18_v10,O11,564.348,1.783,92.622,False
10,130,W,b28_v2,N11,344.19,0.064,7.747,False
10,131,B,b18_v10,RESIGN,0.0,0.321,99.922,True
